filename,fl,fr,bl,br,trunk,az,el,dist,overlap,l1 angle error
sedan2door_-8_45_-20_35_15_80_30_420.png,-8,45,-20,35,15,80,30,420,0.4428494141496542,7.0
hatchback_-30_15_0_10_20_230_30_420.png,-30,15,0,10,20,230,30,420,0.3084555363309556,14.0
sedan2door_-8_23_-20_35_20_140_60_420.png,-8,23,-20,35,20,140,60,420,0.36404328272242237,6.0
sedan4door_-30_45_-20_35_15_80_60_420.png,-30,45,-20,35,15,80,60,420,0.2666276697500969,8.0
sedan2door_-30_23_-40_35_20_230_30_420.png,-30,23,-40,35,20,230,30,420,None,11.0
hatchback_-30_23_-40_10_20_20_30_420.png,-30,23,-40,10,20,20,30,420,0.280013342153773,0.0
suv_-30_15_-20_10_20_80_60_420.png,-30,15,-20,10,20,80,60,420,0.6212104305024867,16.0
hybrid_-8_15_0_35_20_230_60_420.png,-8,15,0,35,20,230,60,420,0.3374793997054849,7.0
hatchback_-8_15_-40_35_20_230_60_420.png,-8,15,-40,35,20,230,60,420,0.5031443392292837,19.0
suv_-8_15_0_35_15_80_60_420.png,-8,15,0,35,15,80,60,420,0.4102496973048794,5.0
sedan4door_-8_45_0_10_20_140_60_420.png,-8,45,0,10,20,140,60,420,0.5182933187529016,9.0
suv_-8_15_-40_35_20_20_30_420.png,-8,15,-40,35,20,20,30,420,0.5817628788164536,25.0
sedan4door_-30_15_-20_10_20_80_60_420.png,-30,15,-20,10,20,80,60,420,0.33473678720901134,7.0
hybrid_-8_23_0_10_20_140_60_420.png,-8,23,0,10,20,140,60,420,0.39653062644294196,7.0
sedan2door_-30_23_-20_35_15_80_60_420.png,-30,23,-20,35,15,80,60,420,0.4999522242052802,14.0
sedan4door_-8_15_-20_10_20_230_60_420.png,-8,15,-20,10,20,230,60,420,0.42012256622314453,13.0
sedan2door_-30_23_-20_10_15_230_60_420.png,-30,23,-20,10,15,230,60,420,0.6031055795263205,13.0
hatchback_-30_15_-20_35_20_20_30_420.png,-30,15,-20,35,20,20,30,420,0.3556795729860409,6.0
sedan4door_-8_23_-20_35_20_20_60_420.png,-8,23,-20,35,20,20,60,420,0.1942111245013298,14.0
suv_-30_23_-20_10_20_80_30_420.png,-30,23,-20,10,20,80,30,420,0.595465802056889,5.0
sedan4door_-8_45_0_35_20_20_30_420.png,-8,45,0,35,20,20,30,420,0.3123924011860301,5.0
hybrid_-30_23_-20_10_15_80_30_420.png,-30,23,-20,10,15,80,30,420,0.4198764174632152,14.0
sedan2door_-8_23_-40_10_20_80_60_420.png,-8,23,-40,10,20,80,60,420,0.4015112539264597,8.0
sedan2door_-8_45_-20_35_15_140_30_420.png,-8,45,-20,35,15,140,30,420,0.729402098708487,6.0
hatchback_-8_45_-20_10_20_230_30_420.png,-8,45,-20,10,20,230,30,420,0.16118401168122998,6.0
hatchback_-30_45_0_10_15_80_30_420.png,-30,45,0,10,15,80,30,420,0.2768529163127287,16.0
hybrid_-8_15_0_35_15_140_60_420.png,-8,15,0,35,15,140,60,420,0.4128221496743074,7.0
hatchback_-8_23_0_10_15_140_60_420.png,-8,23,0,10,15,140,60,420,0.49738821403295,10.0
hybrid_-8_15_-20_10_15_80_30_420.png,-8,15,-20,10,15,80,30,420,0.38214113725421006,9.0
sedan4door_-8_15_0_35_15_230_30_420.png,-8,15,0,35,15,230,30,420,0.3092183439846811,1.0
sedan4door_-30_45_-40_35_15_140_30_420.png,-30,45,-40,35,15,140,30,420,0.30129419233505483,14.0
sedan4door_-8_15_-40_35_15_140_60_420.png,-8,15,-40,35,15,140,60,420,0.38363191255730617,21.0
hatchback_-8_45_-40_10_15_80_30_420.png,-8,45,-40,10,15,80,30,420,0.6057993604098806,37.0
hatchback_-8_23_0_35_20_140_30_420.png,-8,23,0,35,20,140,30,420,0.5240112823399876,4.0
sedan4door_-8_45_-20_35_20_80_30_420.png,-8,45,-20,35,20,80,30,420,0.446375205764005,6.0
suv_-30_23_0_10_20_80_30_420.png,-30,23,0,10,20,80,30,420,0.33192422366323854,23.0
hybrid_-30_15_0_10_20_230_30_420.png,-30,15,0,10,20,230,30,420,0.25314579750868715,11.0
suv_-30_23_-40_35_20_140_30_420.png,-30,23,-40,35,20,140,30,420,0.5313821103344808,19.0
hatchback_-8_45_-40_35_15_140_60_420.png,-8,45,-40,35,15,140,60,420,0.545648311639038,17.0
sedan2door_-30_23_0_35_15_20_60_420.png,-30,23,0,35,15,20,60,420,0.3724202923304358,14.0
hybrid_-30_45_0_35_15_140_60_420.png,-30,45,0,35,15,140,60,420,0.34678256708961286,13.0
sedan2door_-8_15_0_10_15_230_30_420.png,-8,15,0,10,15,230,30,420,None,10.0
hatchback_-30_45_-20_35_15_20_30_420.png,-30,45,-20,35,15,20,30,420,0.4685520104748915,1.0
suv_-30_45_-40_35_15_20_30_420.png,-30,45,-40,35,15,20,30,420,0.5943318563146859,5.0
sedan2door_-30_23_0_35_15_230_60_420.png,-30,23,0,35,15,230,60,420,0.5835116716700638,13.0
suv_-8_23_-20_35_15_80_60_420.png,-8,23,-20,35,15,80,60,420,0.4424162150955598,9.0
suv_-8_45_-20_35_20_140_60_420.png,-8,45,-20,35,20,140,60,420,0.24973899899548246,13.0
suv_-30_23_0_10_15_20_30_420.png,-30,23,0,10,15,20,30,420,0.4516913160040712,7.0
suv_-30_23_0_10_15_230_60_420.png,-30,23,0,10,15,230,60,420,0.5808057306790422,28.0
hybrid_-8_15_-40_10_15_20_30_420.png,-8,15,-40,10,15,20,30,420,0.2631887753983015,9.0
hatchback_-30_45_0_35_20_20_60_420.png,-30,45,0,35,20,20,60,420,0.4326162975015589,13.0
